Timestamp,Asset_ID,Building_ID,Equipment_Type,Ambient_Temperature_C,Equipment_Temperature_C,Vibration_mm_s,Pressure_bar,Power_Consumption_kW,Load_Percent,Oil_Temperature_C,Operating_Hours,Age_Years,Maintenance_Count,Days_Since_Maintenance,Last_Maintenance_Date,Maintenance_Type,Historical_Failure_Count,Error_Code,Failure_Within_7_Days,Hour,Day,Day_of_Week,Working_Hours,Temperature_Difference_C,Equipment_Stress,Maintenance_Urgency,High_Temperature,High_Vibration
2026-01-01 08:00:00,AST_048,BLDG_C,Compressor,25.47,66.92,4.53,5.86,16.21,65.61,62.17,8858,8,9,31,2025-12-01 08:00:00,Preventive,2,NONE,0,8,1,3,0,41.45,3.0881000000000003,0,0,0
2026-01-01 08:15:00,AST_039,BLDG_A,Compressor,30.66,68.25,6.05,5.31,18.91,79.86,65.01,13516,2,2,140,2025-08-14 08:15:00,Preventive,2,NONE,0,8,1,3,0,37.59,6.0186,1,0,1
2026-01-01 08:30:00,AST_093,BLDG_A,Pump,25.28,72.9,5.02,5.51,18.68,85.94,65.92,3489,15,9,128,2025-08-26 08:30:00,Corrective,1,NONE,0,8,1,3,0,47.620000000000005,5.4274000000000004,1,1,0
2026-01-01 08:45:00,AST_042,BLDG_C,Motor,24.7,68.2,4.73,5.35,19.74,75.85,61.5,13682,10,7,110,2025-09-13 08:45:00,Preventive,0,NONE,0,8,1,3,0,43.5,4.8505,1,0,0
2026-01-01 09:00:00,AST_026,BLDG_C,Generator,31.19,65.48,4.01,5.74,14.94,71.3,60.45,6620,1,8,97,2025-09-26 09:00:00,Inspection,3,NONE,0,9,1,3,1,34.290000000000006,4.257,1,0,0
2026-01-01 09:15:00,AST_099,BLDG_B,HVAC,29.8,77.53,4.95,5.39,18.79,77.58,66.78,3840,10,2,113,2025-09-10 09:15:00,Preventive,3,E404,1,9,1,3,1,47.730000000000004,5.0158000000000005,1,1,0
2026-01-01 09:30:00,AST_050,BLDG_B,Compressor,29.4,71.72,4.85,6.24,16.21,64.46,61.04,11388,1,7,103,2025-09-20 09:30:00,Overhaul,3,NONE,0,9,1,3,1,42.32,4.6446000000000005,1,1,0
2026-01-01 09:45:00,AST_025,BLDG_C,Chiller,25.39,71.15,4.49,5.76,16.94,69.54,64.64,3462,8,6,172,2025-07-13 09:45:00,Corrective,1,E303,1,9,1,3,1,45.760000000000005,5.9314,1,1,0
2026-01-01 10:00:00,AST_024,BLDG_A,Pump,33.17,74.31,5.73,5.96,18.36,72.74,67.01,14582,1,4,146,2025-08-08 10:00:00,Preventive,2,E202,1,10,1,3,1,41.14,5.9394,1,1,0
2026-01-01 10:15:00,AST_013,BLDG_C,Chiller,28.06,65.05,3.72,5.88,16.62,70.93,56.69,5085,14,7,39,2025-11-23 10:15:00,Preventive,0,NONE,0,10,1,3,1,36.989999999999995,2.9773000000000005,0,0,0
2026-01-01 10:30:00,AST_060,BLDG_C,Compressor,37.52,81.52,7.9,4.18,24.6,94.71,76.08,12818,15,4,180,2025-07-05 10:30:00,Corrective,4,NONE,0,10,1,3,1,43.99999999999999,7.7071000000000005,1,1,1
2026-01-01 10:45:00,AST_007,BLDG_A,Motor,28.64,69.01,5.61,5.27,17.44,71.29,62.91,4853,11,2,88,2025-10-05 10:45:00,Inspection,2,NONE,0,10,1,3,1,40.370000000000005,4.7169,0,0,0
2026-01-01 11:00:00,AST_057,BLDG_A,Pump,18.67,58.52,3.63,6.57,11.57,59.58,55.95,2603,6,7,60,2025-11-02 11:00:00,Inspection,1,NONE,0,11,1,3,1,39.85,3.2478,0,0,0
2026-01-01 11:15:00,AST_036,BLDG_C,Chiller,18.49,62.2,4.43,5.59,16.47,59.38,56.82,4667,1,8,145,2025-08-09 11:15:00,Preventive,2,E101,1,11,1,3,1,43.71000000000001,5.2658000000000005,1,0,0
2026-01-01 11:30:00,AST_045,BLDG_C,Generator,30.5,65.74,5.43,6.05,16.72,71.03,61.55,13729,4,2,53,2025-11-09 11:30:00,Preventive,2,NONE,0,11,1,3,1,35.239999999999995,3.9423000000000004,0,0,0
2026-01-01 11:45:00,AST_020,BLDG_A,Compressor,33.2,67.42,4.46,5.66,17.09,61.48,58.52,12501,2,5,50,2025-11-12 11:45:00,Preventive,1,NONE,0,11,1,3,1,34.22,3.3988,0,0,0
2026-01-01 12:00:00,AST_065,BLDG_A,HVAC,24.86,77.6,6.24,5.28,21.11,73.78,64.05,14152,6,1,117,2025-09-06 12:00:00,Inspection,3,NONE,0,12,1,3,1,52.739999999999995,5.5738,1,1,1
2026-01-01 12:15:00,AST_008,BLDG_C,Motor,36.4,79.33,6.25,4.52,19.29,85.88,66.22,15002,6,7,140,2025-08-14 12:15:00,Preventive,3,E101,1,12,1,3,1,42.93,6.1588,1,1,1
2026-01-01 12:30:00,AST_016,BLDG_A,Compressor,34.65,61.56,2.7,6.37,13.28,61.86,51.31,2414,4,8,47,2025-11-15 12:30:00,Preventive,0,E202,1,12,1,3,1,26.910000000000004,2.6386000000000003,0,0,0
2026-01-01 12:45:00,AST_014,BLDG_A,Generator,28.84,67.78,4.43,5.74,17.06,66.57,58.58,11678,1,6,152,2025-08-02 12:45:00,Corrective,0,NONE,0,12,1,3,1,38.94,5.4777000000000005,1,0,0
2026-01-01 13:00:00,AST_076,BLDG_A,Generator,30.16,62.67,4.8,5.38,18.01,64.27,63.4,6826,3,5,128,2025-08-26 13:00:00,Overhaul,3,NONE,0,13,1,3,1,32.510000000000005,5.1227,1,0,0
2026-01-01 13:15:00,AST_087,BLDG_A,HVAC,31.58,77.92,6.96,4.65,22.02,80.5,72.91,14758,11,6,101,2025-09-22 13:15:00,Preventive,4,E404,1,13,1,3,1,46.34,5.609,1,1,1
2026-01-01 13:30:00,AST_015,BLDG_C,Pump,35.56,67.23,4.87,5.57,17.71,75.83,61.29,3988,10,2,94,2025-09-29 13:30:00,Preventive,2,NONE,0,13,1,3,1,31.67,4.5863000000000005,1,0,0
2026-01-01 13:45:00,AST_092,BLDG_A,Generator,30.73,72.98,5.02,5.51,20.28,77.78,66.49,11339,7,1,43,2025-11-19 13:45:00,Inspection,4,E404,1,13,1,3,1,42.25,3.6458,0,1,0
2026-01-01 14:00:00,AST_098,BLDG_A,Generator,28.75,68.39,5.3,5.09,16.26,68.42,63.76,2285,12,7,89,2025-10-04 14:00:00,Corrective,2,E303,1,14,1,3,1,39.64,4.5842,0,0,0
2026-01-01 14:15:00,AST_066,BLDG_A,Compressor,30.69,69.5,5.38,5.26,16.91,74.29,63.83,4498,13,7,66,2025-10-27 14:15:00,Preventive,3,E101,1,14,1,3,1,38.81,4.2149,0,0,0
2026-01-01 14:30:00,AST_032,BLDG_C,Pump,30.15,65.65,3.7,6.33,15.85,54.37,58.65,4496,6,2,110,2025-09-13 14:30:00,Overhaul,0,NONE,0,14,1,3,1,35.50000000000001,4.223700000000001,1,0,0
2026-01-01 14:45:00,AST_087,BLDG_A,HVAC,31.7,73.99,5.73,5.36,16.64,65.96,65.36,15369,11,2,111,2025-09-12 14:45:00,Inspection,0,E303,1,14,1,3,1,42.28999999999999,5.1716,1,1,0
2026-01-01 15:00:00,AST_063,BLDG_C,Motor,21.72,76.97,6.43,5.34,20.65,89.49,65.49,10645,12,1,58,2025-11-04 15:00:00,Preventive,4,NONE,0,15,1,3,1,55.25,4.6269,0,1,1
2026-01-01 15:15:00,AST_086,BLDG_A,Compressor,29.26,66.02,3.08,6.29,15.07,66.02,55.5,6147,1,8,130,2025-08-24 15:15:00,Preventive,0,NONE,0,15,1,3,1,36.75999999999999,4.4922,1,0,0
2026-01-01 15:30:00,AST_051,BLDG_B,Chiller,29.84,71.93,5.18,5.14,15.15,73.89,64.58,6764,15,8,13,2025-12-19 15:30:00,Corrective,3,NONE,0,15,1,3,1,42.09,3.0709,0,1,0
2026-01-01 15:45:00,AST_025,BLDG_C,Chiller,27.71,67.9,4.66,5.63,16.91,71.02,63.1,3011,8,1,92,2025-10-01 15:45:00,Inspection,4,E404,1,15,1,3,1,40.190000000000005,4.4142,1,0,0
2026-01-01 16:00:00,AST_058,BLDG_B,Compressor,31.14,63.7,4.9,5.97,17.19,57.08,60.07,5775,6,8,41,2025-11-21 16:00:00,Preventive,2,NONE,0,16,1,3,1,32.56,3.3508000000000004,0,0,0
2026-01-01 16:15:00,AST_063,BLDG_C,Motor,35.68,72.0,4.72,6.21,15.04,75.33,57.8,10738,12,9,53,2025-11-09 16:15:00,Inspection,0,E303,1,16,1,3,1,36.32,3.7013,0,1,0
2026-01-01 16:30:00,AST_062,BLDG_A,Generator,28.55,65.65,3.66,6.1,15.76,60.83,55.72,6268,9,4,45,2025-11-17 16:30:00,Corrective,1,NONE,0,16,1,3,1,37.10000000000001,2.9723,0,0,0
2026-01-01 16:45:00,AST_022,BLDG_A,HVAC,30.77,64.36,4.64,6.33,12.82,65.59,52.99,13340,1,1,21,2025-12-11 16:45:00,Preventive,0,NONE,0,16,1,3,1,33.59,2.9318999999999997,0,0,0
2026-01-01 17:00:00,AST_058,BLDG_B,Compressor,34.43,71.95,4.32,5.88,15.6,70.01,61.23,6127,6,1,92,2025-10-01 17:00:00,Inspection,2,NONE,0,17,1,3,1,37.52,4.2681000000000004,1,1,0
2026-01-01 17:15:00,AST_058,BLDG_B,Compressor,28.65,64.2,4.42,5.84,18.71,68.97,58.06,5554,6,3,25,2025-12-07 17:15:00,Overhaul,4,NONE,0,17,1,3,1,35.550000000000004,2.9577,0,0,0
2026-01-01 17:30:00,AST_086,BLDG_A,Compressor,24.45,66.58,3.55,6.21,14.64,56.95,57.62,6368,1,5,55,2025-11-07 17:30:00,Preventive,2,NONE,0,17,1,3,1,42.129999999999995,3.0895,0,0,0
2026-01-01 17:45:00,AST_049,BLDG_C,HVAC,30.46,70.47,4.1,5.69,16.84,62.21,61.94,5620,11,5,63,2025-10-30 17:45:00,Preventive,1,NONE,0,17,1,3,1,40.01,3.5221,0,1,0
2026-01-01 18:00:00,AST_052,BLDG_A,Pump,19.19,65.15,5.67,5.39,18.61,78.18,68.52,5722,6,9,171,2025-07-14 18:00:00,Preventive,3,E303,1,18,1,3,0,45.96000000000001,6.4698,1,0,0
2026-01-01 18:15:00,AST_042,BLDG_C,Motor,18.81,72.31,3.93,5.86,15.05,70.99,64.54,13703,10,2,45,2025-11-17 18:15:00,Inspection,0,NONE,0,18,1,3,0,53.5,3.1819,0,1,0
2026-01-01 18:30:00,AST_070,BLDG_B,Chiller,29.33,72.09,5.6,5.67,16.55,74.16,62.56,5317,11,2,43,2025-11-19 18:30:00,Overhaul,4,NONE,0,18,1,3,0,42.760000000000005,3.8415999999999997,0,1,0
2026-01-01 18:45:00,AST_015,BLDG_C,Pump,18.62,68.68,5.12,5.51,20.03,77.27,61.89,3369,10,6,145,2025-08-09 18:45:00,Preventive,3,NONE,0,18,1,3,0,50.06,5.7207,1,0,0
2026-01-01 19:00:00,AST_054,BLDG_C,HVAC,22.74,64.72,3.63,6.4,15.05,54.92,56.47,7223,5,9,15,2025-12-17 19:00:00,Inspection,2,E404,1,19,1,3,0,41.980000000000004,2.3011999999999997,0,0,0
2026-01-01 19:15:00,AST_060,BLDG_C,Compressor,26.48,78.38,7.88,4.66,22.18,94.38,76.16,12821,15,1,151,2025-08-03 19:15:00,Corrective,4,E202,1,19,1,3,0,51.89999999999999,7.1158,1,1,1
2026-01-01 19:30:00,AST_097,BLDG_C,Compressor,25.11,75.74,6.12,5.15,20.02,78.37,67.32,12277,7,9,143,2025-08-11 19:30:00,Corrective,3,E101,1,19,1,3,0,50.629999999999995,6.0917,1,1,1
2026-01-01 19:45:00,AST_008,BLDG_C,Motor,27.41,72.75,6.08,4.73,20.74,85.68,67.84,15022,6,9,81,2025-10-12 19:45:00,Preventive,4,E404,1,19,1,3,0,45.34,4.908800000000001,0,1,1
2026-01-01 20:00:00,AST_053,BLDG_C,Pump,32.45,77.96,5.07,5.03,18.94,65.16,63.68,11680,8,9,131,2025-08-23 20:00:00,Preventive,1,NONE,0,20,1,3,0,45.50999999999999,5.2996,1,1,0
2026-01-01 20:15:00,AST_060,BLDG_C,Compressor,28.95,72.74,6.28,5.2,17.75,78.87,68.51,12532,15,5,50,2025-11-12 20:15:00,Preventive,1,NONE,0,20,1,3,0,43.78999999999999,4.300700000000001,0,1,1
2026-01-01 20:30:00,AST_005,BLDG_C,Generator,24.64,68.42,4.64,5.75,14.43,71.76,58.61,13195,8,9,49,2025-11-13 20:30:00,Corrective,0,NONE,0,20,1,3,0,43.78,3.5536,0,0,0
2026-01-01 20:45:00,AST_068,BLDG_C,Compressor,33.42,60.72,2.6,6.72,12.68,52.07,54.47,8251,4,4,5,2025-12-27 20:45:00,Preventive,0,NONE,0,20,1,3,0,27.299999999999997,1.6607000000000003,0,0,0
2026-01-01 21:00:00,AST_006,BLDG_A,Pump,22.28,74.65,6.01,4.4,20.85,75.36,69.26,5748,15,2,172,2025-07-13 21:00:00,Overhaul,1,E101,1,21,1,3,0,52.370000000000005,6.5976,1,1,1
2026-01-01 21:15:00,AST_096,BLDG_B,Compressor,28.89,69.96,4.54,5.26,18.41,66.85,66.45,5201,3,6,112,2025-09-11 21:15:00,Preventive,4,E303,1,21,1,3,0,41.06999999999999,4.724500000000001,1,0,0
2026-01-01 21:30:00,AST_094,BLDG_C,HVAC,21.84,65.39,5.71,5.41,18.22,77.5,62.07,11993,14,4,23,2025-12-09 21:30:00,Preventive,1,NONE,0,21,1,3,0,43.55,3.519,0,0,0
2026-01-01 21:45:00,AST_047,BLDG_A,Pump,29.01,66.96,4.44,5.52,15.94,69.99,62.22,6933,11,6,80,2025-10-13 21:45:00,Corrective,0,NONE,0,21,1,3,0,37.94999999999999,4.075900000000001,0,0,0
2026-01-01 22:00:00,AST_099,BLDG_B,HVAC,26.73,71.09,3.86,5.64,15.17,75.36,58.31,3820,10,3,76,2025-10-17 22:00:00,Inspection,1,NONE,0,22,1,3,0,44.36,3.8176,0,1,0
2026-01-01 22:15:00,AST_055,BLDG_C,Pump,32.33,73.79,5.38,5.32,17.6,74.36,66.32,14706,4,6,113,2025-09-10 22:15:00,Preventive,1,E202,1,22,1,3,0,41.46000000000001,5.1556,1,1,0
2026-01-01 22:30:00,AST_040,BLDG_A,Compressor,30.88,66.21,4.07,5.62,16.65,70.81,62.89,4534,5,2,16,2025-12-16 22:30:00,Preventive,4,NONE,0,22,1,3,0,35.33,2.6561,0,0,0
2026-01-01 22:45:00,AST_052,BLDG_A,Pump,25.65,66.83,5.04,5.1,19.76,81.49,63.31,5428,6,2,165,2025-07-20 22:45:00,Overhaul,3,NONE,0,22,1,3,0,41.18,6.1309000000000005,1,0,0
2026-01-01 23:00:00,AST_016,BLDG_A,Compressor,24.88,57.27,2.83,6.83,12.25,60.47,54.44,2182,4,9,49,2025-11-13 23:00:00,Preventive,0,NONE,0,23,1,3,0,32.39,2.7167000000000003,0,0,0
2026-01-01 23:15:00,AST_013,BLDG_C,Chiller,26.74,70.22,6.07,5.25,22.57,76.66,69.28,4278,14,7,94,2025-09-29 23:15:00,Preventive,4,NONE,0,23,1,3,0,43.480000000000004,5.0746,1,1,1
2026-01-01 23:30:00,AST_030,BLDG_B,Motor,35.5,64.25,4.69,5.99,16.1,65.13,59.4,10054,2,3,107,2025-09-16 23:30:00,Inspection,1,NONE,0,23,1,3,0,28.75,4.667300000000001,1,0,0
2026-01-01 23:45:00,AST_019,BLDG_B,Pump,34.48,68.04,3.73,6.05,14.31,63.79,58.56,7923,7,1,12,2025-12-20 23:45:00,Preventive,1,NONE,0,23,1,3,0,33.56000000000001,2.3699000000000003,0,0,0
2026-01-02 00:00:00,AST_017,BLDG_B,Chiller,24.13,74.38,6.25,5.23,21.87,84.27,69.39,6303,12,8,157,2025-07-29 00:00:00,Preventive,3,NONE,0,0,2,4,0,50.25,6.4826999999999995,1,1,1
2026-01-02 00:15:00,AST_063,BLDG_C,Motor,31.2,75.36,5.07,5.71,15.09,68.77,67.09,10220,12,6,95,2025-09-29 00:15:00,Preventive,0,E101,1,0,2,4,0,44.16,4.6157,1,1,0
2026-01-02 00:30:00,AST_019,BLDG_B,Pump,21.07,65.71,5.54,5.66,18.04,75.66,58.99,8034,7,7,178,2025-07-08 00:30:00,Preventive,0,NONE,0,0,2,4,0,44.63999999999999,6.5326,1,0,0
2026-01-02 00:45:00,AST_092,BLDG_A,Generator,26.21,70.13,5.03,5.28,17.7,74.99,63.47,10580,7,9,91,2025-10-03 00:45:00,Preventive,2,E404,1,0,2,4,0,43.919999999999995,4.5819,1,1,0
2026-01-02 01:00:00,AST_058,BLDG_B,Compressor,24.29,63.15,4.6,5.63,18.02,62.58,58.06,5623,6,5,162,2025-07-24 01:00:00,Preventive,0,E303,1,1,2,4,0,38.86,5.7058,1,0,0
2026-01-02 01:15:00,AST_055,BLDG_C,Pump,32.28,76.32,6.79,5.09,21.59,85.62,69.76,15555,4,1,179,2025-07-07 01:15:00,Preventive,3,NONE,0,1,2,4,0,44.03999999999999,7.152200000000001,1,1,1
2026-01-02 01:30:00,AST_090,BLDG_B,Generator,22.84,72.74,6.19,4.91,19.96,80.08,66.02,9249,9,7,179,2025-07-07 01:30:00,Preventive,2,NONE,0,1,2,4,0,49.89999999999999,6.856800000000001,1,1,1
2026-01-02 01:45:00,AST_090,BLDG_B,Generator,29.72,70.44,5.1,5.08,18.77,71.17,63.44,9563,9,5,88,2025-10-06 01:45:00,Inspection,2,NONE,0,1,2,4,0,40.72,4.5117,0,1,0
2026-01-02 02:00:00,AST_062,BLDG_A,Generator,28.0,67.52,4.43,5.63,14.92,69.21,58.63,5595,9,3,86,2025-10-08 02:00:00,Preventive,1,NONE,0,2,2,4,0,39.519999999999996,4.1841,0,0,0
2026-01-02 02:15:00,AST_023,BLDG_B,Compressor,27.3,74.93,5.59,5.62,20.0,73.95,65.98,14848,5,9,150,2025-08-05 02:15:00,Preventive,1,NONE,0,2,2,4,0,47.63000000000001,5.9755,1,1,0
2026-01-02 02:30:00,AST_009,BLDG_C,Motor,34.69,72.5,5.37,5.5,15.22,71.72,63.81,13315,8,1,72,2025-10-22 02:30:00,Inspection,0,E101,1,2,2,4,0,37.81,4.3052,0,1,0
2026-01-02 02:45:00,AST_012,BLDG_C,Motor,35.04,69.42,4.74,5.62,17.72,71.03,61.84,8416,1,1,165,2025-07-21 02:45:00,Inspection,2,E202,1,2,2,4,0,34.38,5.9063,1,0,0
2026-01-02 03:00:00,AST_001,BLDG_C,Compressor,27.42,68.99,4.5,5.42,17.15,63.67,65.08,13511,1,1,131,2025-08-24 03:00:00,Preventive,1,NONE,0,3,2,4,0,41.56999999999999,5.0567,1,0,0
2026-01-02 03:15:00,AST_058,BLDG_B,Compressor,26.62,73.96,5.54,5.46,16.55,75.3,67.41,5648,6,3,168,2025-07-18 03:15:00,Overhaul,3,E202,1,3,2,4,0,47.33999999999999,6.329000000000001,1,1,0
2026-01-02 03:30:00,AST_001,BLDG_C,Compressor,21.97,68.58,4.39,5.88,16.33,66.54,64.57,13832,1,6,86,2025-10-08 03:30:00,Preventive,1,E303,1,3,2,4,0,46.61,4.1414,0,0,0
2026-01-02 03:45:00,AST_034,BLDG_C,Compressor,27.98,64.37,4.14,5.52,15.85,69.72,59.85,1475,5,3,151,2025-08-04 03:45:00,Preventive,1,NONE,0,3,2,4,0,36.39,5.373200000000001,1,0,0
2026-01-02 04:00:00,AST_096,BLDG_B,Compressor,35.81,72.41,4.53,5.7,16.06,74.92,61.56,5031,3,8,160,2025-07-26 04:00:00,Inspection,2,E404,1,4,2,4,0,36.599999999999994,5.7612000000000005,1,1,0
