Timestamp,Building_ID,Energy_Consumption_kWh,Power_Demand_kW,HVAC_Usage_kWh,Lighting_Usage_kWh,Water_Consumption_L,Temperature_C,Humidity_Percent,Occupancy_Count,Hour,Day,Day_of_Week,Working_Hours
2026-01-01 03:45:00,BLDG_A,5.16,20.66,1.67,1.01,10.91,21.33,66.11,6,3,1,3,0
2026-01-01 04:00:00,BLDG_C,5.99,23.96,2.43,0.51,8.03,20.78,64.37,5,4,1,3,0
2026-01-01 04:15:00,BLDG_B,5.09,20.34,2.33,0.37,6.46,22.38,62.48,0,4,1,3,0
2026-01-01 04:30:00,BLDG_B,6.04,24.15,2.23,0.68,10.27,20.91,65.17,6,4,1,3,0
2026-01-01 04:45:00,BLDG_A,6.19,24.76,2.66,1.1,6.68,20.31,68.31,6,4,1,3,0
2026-01-01 05:00:00,BLDG_C,5.79,23.16,2.28,0.81,10.22,23.76,63.43,0,5,1,3,0
2026-01-01 05:15:00,BLDG_C,3.88,15.52,0.99,0.3,9.78,21.73,63.19,8,5,1,3,0
2026-01-01 05:30:00,BLDG_B,4.95,19.8,1.82,0.76,8.87,22.08,64.31,5,5,1,3,0
2026-01-01 05:45:00,BLDG_B,5.17,20.68,1.98,0.8,9.31,20.29,73.49,1,5,1,3,0
2026-01-01 06:00:00,BLDG_C,7.8,31.21,3.92,1.4,13.15,21.35,70.66,19,6,1,3,0
2026-01-01 06:15:00,BLDG_A,8.45,33.82,3.69,2.01,14.17,22.13,65.61,28,6,1,3,0
2026-01-01 06:30:00,BLDG_B,8.22,32.88,3.48,1.75,14.82,20.62,66.69,23,6,1,3,0
2026-01-01 06:45:00,BLDG_C,9.43,37.73,5.2,1.54,11.06,22.45,64.18,20,6,1,3,0
2026-01-01 07:00:00,BLDG_C,8.87,35.5,3.81,2.4,11.84,21.28,67.42,11,7,1,3,0
2026-01-01 07:15:00,BLDG_C,9.95,39.81,5.18,1.74,11.78,22.11,61.27,27,7,1,3,0
2026-01-01 07:30:00,BLDG_A,7.96,31.85,3.43,1.83,12.54,22.19,63.44,16,7,1,3,0
2026-01-01 07:45:00,BLDG_B,9.23,36.92,4.88,1.83,11.96,25.59,54.11,21,7,1,3,0
2026-01-01 08:00:00,BLDG_B,12.68,50.71,6.61,3.6,17.48,23.8,63.0,55,8,1,3,0
2026-01-01 08:15:00,BLDG_B,13.26,53.06,6.04,4.04,20.17,22.98,64.97,53,8,1,3,0
2026-01-01 08:30:00,BLDG_A,12.96,51.83,6.85,3.3,27.07,25.67,57.55,87,8,1,3,0
2026-01-01 08:45:00,BLDG_B,12.59,50.36,6.49,3.52,16.57,23.63,66.78,53,8,1,3,0
2026-01-01 09:00:00,BLDG_B,12.98,51.91,6.69,3.63,23.79,25.75,55.2,91,9,1,3,1
2026-01-01 09:15:00,BLDG_B,12.93,51.72,6.37,3.38,20.68,23.54,57.8,59,9,1,3,1
2026-01-01 09:30:00,BLDG_B,11.78,47.13,5.55,3.52,25.54,24.67,61.17,65,9,1,3,1
2026-01-01 09:45:00,BLDG_A,14.82,59.29,7.85,3.75,28.22,26.85,60.36,89,9,1,3,1
2026-01-01 10:00:00,BLDG_C,14.59,58.34,8.46,3.41,19.2,27.84,60.8,57,10,1,3,1
2026-01-01 10:15:00,BLDG_C,13.96,55.86,7.94,3.52,24.68,27.47,54.92,66,10,1,3,1
2026-01-01 10:30:00,BLDG_B,15.18,60.73,8.83,3.49,30.93,27.41,59.61,96,10,1,3,1
2026-01-01 10:45:00,BLDG_B,14.42,57.68,8.05,3.57,20.22,27.46,56.2,44,10,1,3,1
2026-01-01 11:00:00,BLDG_B,14.43,57.72,7.87,3.66,28.73,26.29,57.55,88,11,1,3,1
2026-01-01 11:15:00,BLDG_A,14.95,59.8,8.31,3.75,28.69,27.41,59.03,86,11,1,3,1
2026-01-01 11:30:00,BLDG_B,13.3,53.21,6.49,4.08,21.34,27.91,57.59,54,11,1,3,1
2026-01-01 11:45:00,BLDG_A,14.3,57.2,8.78,2.94,21.56,29.9,47.93,66,11,1,3,1
2026-01-01 12:00:00,BLDG_B,13.91,55.64,7.62,3.56,15.29,29.17,58.17,48,12,1,3,1
2026-01-01 12:15:00,BLDG_B,13.17,52.7,6.87,3.26,25.44,26.75,61.52,84,12,1,3,1
2026-01-01 12:30:00,BLDG_C,13.78,55.14,7.86,3.5,23.85,29.33,51.63,62,12,1,3,1
2026-01-01 12:45:00,BLDG_B,15.03,60.13,7.93,3.82,26.38,28.52,55.9,87,12,1,3,1
2026-01-01 13:00:00,BLDG_A,13.89,55.55,8.29,3.9,20.47,28.19,56.7,58,13,1,3,1
2026-01-01 13:15:00,BLDG_C,15.42,61.69,8.72,3.91,17.99,29.72,53.7,56,13,1,3,1
2026-01-01 13:30:00,BLDG_A,15.52,62.08,8.66,3.91,20.98,30.18,50.58,64,13,1,3,1
2026-01-01 13:45:00,BLDG_C,15.27,61.08,8.96,3.56,29.32,29.98,50.51,97,13,1,3,1
2026-01-01 14:00:00,BLDG_A,14.28,57.11,8.21,3.95,17.35,27.75,55.79,38,14,1,3,1
2026-01-01 14:15:00,BLDG_C,15.09,60.38,8.21,4.0,27.54,28.26,58.63,93,14,1,3,1
2026-01-01 14:30:00,BLDG_A,13.77,55.07,7.34,3.63,16.18,28.86,55.83,42,14,1,3,1
2026-01-01 14:45:00,BLDG_A,14.38,57.54,8.04,3.89,19.8,29.45,52.22,46,14,1,3,1
2026-01-01 15:00:00,BLDG_B,13.94,55.76,7.73,3.61,22.95,27.49,58.58,65,15,1,3,1
2026-01-01 15:15:00,BLDG_C,15.23,60.9,8.13,3.95,23.86,27.6,47.56,68,15,1,3,1
2026-01-01 15:30:00,BLDG_C,13.15,52.6,6.61,3.56,29.32,26.23,61.61,83,15,1,3,1
2026-01-01 15:45:00,BLDG_B,13.03,52.14,7.13,3.45,27.01,25.83,53.54,91,15,1,3,1
2026-01-01 16:00:00,BLDG_A,13.36,53.45,7.09,3.32,21.1,27.92,54.53,60,16,1,3,1
2026-01-01 16:15:00,BLDG_A,14.58,58.33,8.5,3.56,20.54,28.24,51.78,52,16,1,3,1
2026-01-01 16:30:00,BLDG_C,22.93,91.71,7.38,3.62,22.1,26.17,54.35,72,16,1,3,1
2026-01-01 16:45:00,BLDG_A,13.24,52.95,6.91,3.36,26.94,27.09,60.34,84,16,1,3,1
2026-01-01 17:00:00,BLDG_C,12.83,51.31,6.5,3.54,17.28,25.93,57.2,42,17,1,3,1
2026-01-01 17:15:00,BLDG_C,23.18,92.7,6.81,3.47,30.05,24.32,62.06,75,17,1,3,1
2026-01-01 17:30:00,BLDG_A,13.51,54.04,7.58,3.33,17.0,25.11,59.69,40,17,1,3,1
2026-01-01 17:45:00,BLDG_A,13.38,53.52,6.69,3.86,27.47,26.1,59.79,78,17,1,3,1
2026-01-01 18:00:00,BLDG_A,9.21,36.84,4.39,2.3,16.48,23.77,62.08,31,18,1,3,1
2026-01-01 18:15:00,BLDG_B,9.37,37.48,4.16,2.26,8.11,25.24,55.79,11,18,1,3,1
2026-01-01 18:30:00,BLDG_C,8.6,34.4,4.41,1.98,11.94,19.77,70.83,32,18,1,3,1
2026-01-01 18:45:00,BLDG_A,8.96,35.83,4.34,1.99,12.89,23.44,60.85,20,18,1,3,1
2026-01-01 19:00:00,BLDG_B,8.11,32.43,4.08,1.73,15.57,22.1,59.67,23,19,1,3,0
2026-01-01 19:15:00,BLDG_A,8.14,32.57,3.08,2.1,11.66,21.64,63.75,14,19,1,3,0
2026-01-01 19:30:00,BLDG_C,8.98,35.93,4.34,2.04,11.46,22.11,68.84,15,19,1,3,0
2026-01-01 19:45:00,BLDG_B,9.32,37.28,4.25,2.71,11.61,19.61,70.63,19,19,1,3,0
2026-01-01 20:00:00,BLDG_C,9.32,37.28,4.21,2.27,9.09,21.74,63.85,17,20,1,3,0
2026-01-01 20:15:00,BLDG_A,8.16,32.62,4.1,2.08,11.14,22.43,62.81,23,20,1,3,0
2026-01-01 20:30:00,BLDG_A,8.31,33.26,3.56,1.99,12.02,23.77,60.87,33,20,1,3,0
2026-01-01 20:45:00,BLDG_A,9.76,39.05,4.54,2.25,8.43,21.38,71.66,12,20,1,3,0
2026-01-01 21:00:00,BLDG_B,5.69,22.75,2.45,0.57,7.61,21.03,67.1,3,21,1,3,0
2026-01-01 21:15:00,BLDG_B,5.05,20.21,1.46,1.08,10.43,21.4,66.69,4,21,1,3,0
2026-01-01 21:30:00,BLDG_B,5.44,21.74,2.66,0.53,8.21,23.1,65.94,5,21,1,3,0
2026-01-01 21:45:00,BLDG_B,5.68,22.74,2.07,0.66,8.95,22.39,64.62,2,21,1,3,0
2026-01-01 22:00:00,BLDG_A,7.51,30.03,2.06,0.34,9.81,21.36,64.68,7,22,1,3,0
2026-01-01 22:15:00,BLDG_A,5.32,21.27,1.91,0.95,9.66,22.62,62.99,3,22,1,3,0
2026-01-01 22:30:00,BLDG_A,5.25,21.0,1.96,0.86,7.47,22.12,64.11,7,22,1,3,0
2026-01-01 22:45:00,BLDG_B,6.38,25.53,2.69,0.66,12.1,23.16,62.64,9,22,1,3,0
2026-01-01 23:00:00,BLDG_B,5.85,23.4,2.52,0.57,7.17,21.16,67.95,9,23,1,3,0
2026-01-01 23:15:00,BLDG_A,5.73,22.91,2.51,1.14,7.54,21.61,65.25,2,23,1,3,0
2026-01-01 23:30:00,BLDG_A,5.45,21.8,2.09,0.77,9.94,21.53,67.4,9,23,1,3,0
2026-01-01 23:45:00,BLDG_B,5.65,22.58,2.44,0.61,10.84,20.24,66.89,6,23,1,3,0
2026-01-02 00:00:00,BLDG_C,5.63,22.5,1.58,1.28,12.52,22.36,64.2,8,0,2,4,0
2026-01-02 00:15:00,BLDG_A,5.58,22.33,2.29,0.64,10.2,22.31,58.04,3,0,2,4,0
2026-01-02 00:30:00,BLDG_A,5.54,22.16,1.92,1.08,12.37,22.01,67.24,7,0,2,4,0
2026-01-02 00:45:00,BLDG_A,4.14,16.55,0.97,0.51,6.78,21.72,65.96,2,0,2,4,0
2026-01-02 01:00:00,BLDG_B,4.46,17.84,1.21,0.71,11.7,20.3,70.04,6,1,2,4,0
2026-01-02 01:15:00,BLDG_A,6.28,25.1,1.67,0.93,10.48,21.5,56.57,2,1,2,4,0
2026-01-02 01:30:00,BLDG_A,5.6,22.39,2.21,0.79,4.53,21.59,71.38,6,1,2,4,0
2026-01-02 01:45:00,BLDG_A,5.17,20.67,1.67,0.86,9.54,21.04,65.53,9,1,2,4,0
2026-01-02 02:00:00,BLDG_A,5.59,22.36,1.7,0.67,11.18,21.81,68.11,9,2,2,4,0
2026-01-02 02:15:00,BLDG_A,4.99,19.98,2.38,0.4,8.07,22.48,60.65,5,2,2,4,0
2026-01-02 02:30:00,BLDG_C,5.54,22.16,1.81,1.17,6.05,24.26,62.94,1,2,2,4,0
2026-01-02 02:45:00,BLDG_C,5.75,23.0,2.67,0.68,12.67,22.21,61.03,2,2,2,4,0
2026-01-02 03:00:00,BLDG_A,6.29,25.14,2.58,0.87,9.32,22.31,62.17,5,3,2,4,0
2026-01-02 03:15:00,BLDG_A,5.47,21.89,2.01,0.98,8.94,21.91,70.38,3,3,2,4,0
2026-01-02 03:30:00,BLDG_A,6.03,24.1,2.38,0.88,6.48,19.7,67.38,5,3,2,4,0
2026-01-02 03:45:00,BLDG_A,5.69,22.74,2.31,0.62,6.78,21.97,65.2,0,3,2,4,0
2026-01-02 04:00:00,BLDG_B,5.82,23.3,1.88,1.09,8.18,22.07,67.0,9,4,2,4,0
2026-01-02 04:15:00,BLDG_B,6.5,26.01,2.77,0.93,10.16,24.96,61.55,0,4,2,4,0
2026-01-02 04:30:00,BLDG_B,5.93,23.71,2.5,0.85,9.45,21.77,65.3,2,4,2,4,0
2026-01-02 04:45:00,BLDG_C,4.57,18.3,1.52,0.84,8.4,22.36,65.05,7,4,2,4,0
2026-01-02 05:00:00,BLDG_A,6.26,25.04,2.08,1.22,10.66,21.96,71.77,7,5,2,4,0
2026-01-02 05:15:00,BLDG_B,5.73,22.93,2.07,0.62,8.15,20.6,66.43,3,5,2,4,0
2026-01-02 05:30:00,BLDG_A,5.69,22.76,2.42,0.9,9.57,23.37,63.05,5,5,2,4,0
2026-01-02 05:45:00,BLDG_A,5.32,21.27,1.78,0.67,10.0,22.9,66.3,7,5,2,4,0
2026-01-02 06:00:00,BLDG_C,7.59,30.35,3.7,1.52,14.78,22.95,66.39,27,6,2,4,0
2026-01-02 06:15:00,BLDG_C,8.36,33.43,4.08,1.51,13.44,20.91,69.7,22,6,2,4,0
2026-01-02 06:30:00,BLDG_B,9.17,36.7,4.59,1.75,14.34,23.68,63.89,25,6,2,4,0
2026-01-02 06:45:00,BLDG_B,7.82,31.3,3.4,1.84,14.47,20.32,63.59,18,6,2,4,0
2026-01-02 07:00:00,BLDG_C,8.77,35.07,3.49,2.54,13.9,22.7,68.34,21,7,2,4,0
2026-01-02 07:15:00,BLDG_C,9.23,36.91,4.12,2.17,11.95,25.09,56.43,21,7,2,4,0
2026-01-02 07:30:00,BLDG_A,13.1,52.4,3.83,2.2,11.1,21.73,65.82,15,7,2,4,0
2026-01-02 07:45:00,BLDG_A,7.5,30.02,3.12,1.84,16.62,22.69,61.21,28,7,2,4,0
2026-01-02 08:00:00,BLDG_B,13.26,53.04,7.25,3.62,17.46,23.93,61.41,42,8,2,4,0
2026-01-02 08:15:00,BLDG_B,13.24,52.95,6.43,4.18,16.27,23.65,63.02,41,8,2,4,0
2026-01-02 08:30:00,BLDG_C,12.14,48.54,6.36,3.3,22.14,22.82,64.24,70,8,2,4,0
2026-01-02 08:45:00,BLDG_B,14.12,56.5,7.72,3.71,19.99,25.18,61.0,52,8,2,4,0
2026-01-02 09:00:00,BLDG_A,13.52,54.07,6.94,4.0,14.43,24.23,66.0,37,9,2,4,1
2026-01-02 09:15:00,BLDG_C,14.04,56.15,7.09,3.84,24.21,26.46,59.17,62,9,2,4,1
2026-01-02 09:30:00,BLDG_A,13.91,55.63,6.99,4.05,23.08,25.16,59.03,78,9,2,4,1
2026-01-02 09:45:00,BLDG_C,15.31,61.23,8.05,3.65,23.06,28.48,57.68,55,9,2,4,1
2026-01-02 10:00:00,BLDG_C,13.89,55.56,7.93,3.75,21.07,26.01,62.05,62,10,2,4,1
2026-01-02 10:15:00,BLDG_A,23.33,93.32,7.42,3.63,25.21,26.88,53.5,88,10,2,4,1
2026-01-02 10:30:00,BLDG_B,13.88,55.51,7.36,3.73,27.74,28.53,56.5,88,10,2,4,1
2026-01-02 10:45:00,BLDG_B,12.38,49.54,6.38,3.37,27.87,26.34,60.09,99,10,2,4,1
2026-01-02 11:00:00,BLDG_B,15.35,61.39,8.75,3.8,20.17,28.34,54.1,55,11,2,4,1
2026-01-02 11:15:00,BLDG_B,14.55,58.21,8.15,3.67,17.18,29.85,56.86,47,11,2,4,1
2026-01-02 11:30:00,BLDG_A,14.61,58.44,7.72,3.62,29.91,26.54,57.24,91,11,2,4,1
2026-01-02 11:45:00,BLDG_C,15.2,60.78,8.23,4.04,26.53,28.85,54.6,83,11,2,4,1
2026-01-02 12:00:00,BLDG_A,14.27,57.07,8.07,3.53,24.98,29.07,53.37,88,12,2,4,1
2026-01-02 12:15:00,BLDG_B,15.15,60.6,8.4,3.9,16.49,29.8,52.84,44,12,2,4,1
2026-01-02 12:30:00,BLDG_B,15.29,61.15,8.5,3.93,28.55,27.46,53.03,87,12,2,4,1
2026-01-02 12:45:00,BLDG_A,13.36,53.43,6.97,3.81,27.73,27.4,52.08,78,12,2,4,1
2026-01-02 13:00:00,BLDG_C,14.45,57.78,8.28,3.36,25.73,29.63,57.84,81,13,2,4,1
2026-01-02 13:15:00,BLDG_A,15.46,61.83,8.82,3.69,25.05,29.34,50.95,87,13,2,4,1
2026-01-02 13:30:00,BLDG_A,14.72,58.88,7.69,4.09,27.71,29.24,50.66,80,13,2,4,1
2026-01-02 13:45:00,BLDG_A,15.05,60.19,9.01,3.15,19.74,29.28,47.12,47,13,2,4,1
2026-01-02 14:00:00,BLDG_C,14.62,58.46,8.33,3.55,26.23,27.95,53.66,71,14,2,4,1
2026-01-02 14:15:00,BLDG_A,15.16,60.64,8.35,3.89,21.34,28.91,50.17,58,14,2,4,1
2026-01-02 14:30:00,BLDG_A,14.27,57.06,7.94,3.57,14.88,28.82,59.2,36,14,2,4,1
2026-01-02 14:45:00,BLDG_B,13.63,54.51,6.99,3.8,19.59,27.42,59.4,48,14,2,4,1
2026-01-02 15:00:00,BLDG_A,15.8,63.18,9.06,3.95,18.33,30.3,49.98,44,15,2,4,1
2026-01-02 15:15:00,BLDG_B,16.55,66.21,9.41,3.66,22.03,28.39,61.67,69,15,2,4,1
2026-01-02 15:30:00,BLDG_B,14.2,56.79,7.32,3.73,21.38,26.12,61.26,59,15,2,4,1
2026-01-02 15:45:00,BLDG_B,25.28,101.12,7.0,3.62,15.75,28.05,54.45,37,15,2,4,1
2026-01-02 16:00:00,BLDG_C,13.6,54.39,7.35,3.67,20.71,25.78,51.33,51,16,2,4,1
2026-01-02 16:15:00,BLDG_B,15.0,60.0,8.18,4.13,19.1,27.56,63.03,46,16,2,4,1
2026-01-02 16:30:00,BLDG_A,23.88,95.5,7.32,3.58,25.26,27.65,51.85,88,16,2,4,1
2026-01-02 16:45:00,BLDG_A,12.61,50.45,6.49,3.51,18.46,24.9,55.21,58,16,2,4,1
2026-01-02 17:00:00,BLDG_B,13.69,54.77,7.06,3.86,21.68,26.66,60.58,63,17,2,4,1
2026-01-02 17:15:00,BLDG_B,12.99,51.96,6.79,3.39,25.01,25.59,66.43,77,17,2,4,1
2026-01-02 17:30:00,BLDG_A,13.39,53.56,7.0,3.45,22.5,25.67,63.15,59,17,2,4,1
2026-01-02 17:45:00,BLDG_B,13.22,52.86,6.95,3.45,29.71,26.53,59.4,94,17,2,4,1
2026-01-02 18:00:00,BLDG_C,8.09,32.36,3.38,1.94,14.66,23.52,64.01,17,18,2,4,1
2026-01-02 18:15:00,BLDG_B,8.62,34.49,4.09,1.95,14.11,22.46,66.37,32,18,2,4,1
2026-01-02 18:30:00,BLDG_C,9.14,36.55,3.91,2.17,10.69,21.85,67.01,17,18,2,4,1
2026-01-02 18:45:00,BLDG_C,8.19,32.78,3.78,1.91,13.56,21.48,66.13,34,18,2,4,1
2026-01-02 19:00:00,BLDG_C,9.21,36.85,4.04,2.18,12.8,21.91,64.95,15,19,2,4,0
2026-01-02 19:15:00,BLDG_B,12.35,49.41,3.24,2.22,13.1,22.41,63.7,23,19,2,4,0
2026-01-02 19:30:00,BLDG_C,8.32,33.26,4.13,1.84,6.93,22.33,61.74,12,19,2,4,0
2026-01-02 19:45:00,BLDG_C,8.48,33.93,3.79,2.21,12.58,22.99,62.17,19,19,2,4,0
2026-01-02 20:00:00,BLDG_B,8.51,34.03,4.12,2.23,11.17,22.02,59.4,12,20,2,4,0
2026-01-02 20:15:00,BLDG_C,8.58,34.3,4.2,1.56,12.33,23.74,61.59,21,20,2,4,0
2026-01-02 20:30:00,BLDG_B,9.0,36.02,4.57,2.07,14.31,21.68,62.01,26,20,2,4,0
2026-01-02 20:45:00,BLDG_A,8.89,35.56,4.49,1.87,8.64,25.26,56.29,14,20,2,4,0
2026-01-02 21:00:00,BLDG_C,6.58,26.31,2.53,1.13,12.6,22.75,63.91,6,21,2,4,0
2026-01-02 21:15:00,BLDG_B,5.36,21.45,1.84,0.67,8.98,20.97,70.22,1,21,2,4,0
2026-01-02 21:30:00,BLDG_A,4.48,17.93,1.86,0.47,5.55,20.71,69.18,5,21,2,4,0
2026-01-02 21:45:00,BLDG_C,5.47,21.88,1.95,0.79,8.65,22.58,58.92,3,21,2,4,0
2026-01-02 22:00:00,BLDG_C,5.94,23.75,2.39,0.58,8.81,21.73,61.93,0,22,2,4,0
2026-01-02 22:15:00,BLDG_B,5.72,22.89,2.32,1.01,5.77,22.86,66.04,0,22,2,4,0
2026-01-02 22:30:00,BLDG_A,5.47,21.87,2.07,0.6,9.95,22.57,60.7,4,22,2,4,0
2026-01-02 22:45:00,BLDG_B,4.51,18.05,1.39,0.8,11.58,21.91,63.96,1,22,2,4,0
2026-01-02 23:00:00,BLDG_C,6.22,24.88,2.31,1.19,7.37,20.98,67.67,3,23,2,4,0
2026-01-02 23:15:00,BLDG_C,5.32,21.26,1.57,1.07,8.86,20.18,64.32,0,23,2,4,0
2026-01-02 23:30:00,BLDG_C,5.3,21.18,1.54,0.92,9.08,21.46,65.62,3,23,2,4,0
2026-01-02 23:45:00,BLDG_C,5.04,20.18,1.43,0.77,11.04,23.03,58.96,5,23,2,4,0
2026-01-03 00:00:00,BLDG_A,5.09,20.38,1.96,0.9,9.76,22.26,62.31,9,0,3,5,0
2026-01-03 00:15:00,BLDG_A,6.22,24.87,2.61,0.97,6.53,20.51,67.7,3,0,3,5,0
2026-01-03 00:30:00,BLDG_B,5.15,20.61,1.52,0.55,9.81,22.21,59.41,0,0,3,5,0
2026-01-03 00:45:00,BLDG_B,5.81,23.22,2.84,1.01,7.31,22.46,65.13,6,0,3,5,0
2026-01-03 01:00:00,BLDG_B,5.95,23.79,2.45,0.52,11.84,20.94,66.03,1,1,3,5,0
2026-01-03 01:15:00,BLDG_C,5.35,21.42,1.27,0.94,10.88,22.18,65.88,8,1,3,5,0
2026-01-03 01:30:00,BLDG_B,4.5,17.98,1.81,0.52,7.24,22.07,65.07,2,1,3,5,0
2026-01-03 01:45:00,BLDG_A,5.25,20.98,1.48,1.29,11.76,20.63,70.65,7,1,3,5,0
2026-01-03 02:00:00,BLDG_B,6.12,24.49,2.33,0.99,9.52,22.43,64.23,7,2,3,5,0
2026-01-03 02:15:00,BLDG_B,4.27,17.08,1.51,0.41,8.0,22.67,62.2,2,2,3,5,0
2026-01-03 02:30:00,BLDG_A,9.13,36.51,1.19,0.8,7.3,23.3,62.92,3,2,3,5,0
2026-01-03 02:45:00,BLDG_A,5.39,21.57,1.84,0.67,4.46,23.26,64.23,1,2,3,5,0
2026-01-03 03:00:00,BLDG_C,5.46,21.83,2.58,0.64,9.87,20.35,67.13,3,3,3,5,0
2026-01-03 03:15:00,BLDG_A,5.12,20.46,1.9,0.84,6.5,20.87,66.31,8,3,3,5,0
2026-01-03 03:30:00,BLDG_A,5.6,22.39,2.2,0.57,6.63,22.62,61.47,1,3,3,5,0
2026-01-03 03:45:00,BLDG_B,6.07,24.27,2.22,0.99,9.31,22.62,61.59,2,3,3,5,0
2026-01-03 04:00:00,BLDG_A,5.5,22.0,1.24,0.98,7.66,22.62,59.37,3,4,3,5,0
2026-01-03 04:15:00,BLDG_C,5.73,22.92,2.47,0.89,9.19,26.62,62.81,4,4,3,5,0
2026-01-03 04:30:00,BLDG_B,5.82,23.28,2.0,0.8,5.57,22.69,59.74,0,4,3,5,0
2026-01-03 04:45:00,BLDG_C,5.04,20.17,1.72,0.96,8.62,23.36,60.38,6,4,3,5,0
2026-01-03 05:00:00,BLDG_A,6.65,26.62,2.85,1.0,10.31,23.14,60.63,9,5,3,5,0
2026-01-03 05:15:00,BLDG_C,5.18,20.71,1.39,0.91,7.42,22.78,66.01,6,5,3,5,0
2026-01-03 05:30:00,BLDG_C,3.82,15.26,1.55,0.47,13.13,21.62,64.18,8,5,3,5,0
2026-01-03 05:45:00,BLDG_A,5.63,22.53,2.15,0.6,7.39,22.91,66.88,3,5,3,5,0
2026-01-03 06:00:00,BLDG_A,8.77,35.07,3.69,1.93,15.6,21.07,63.87,22,6,3,5,0
2026-01-03 06:15:00,BLDG_B,13.21,52.83,2.55,1.63,11.18,21.72,65.76,16,6,3,5,0
2026-01-03 06:30:00,BLDG_B,10.26,41.03,4.97,2.06,7.94,21.42,62.87,14,6,3,5,0
2026-01-03 06:45:00,BLDG_B,8.78,35.11,3.46,2.35,11.45,22.1,70.79,26,6,3,5,0
2026-01-03 07:00:00,BLDG_A,9.44,37.77,4.55,2.31,15.83,24.78,56.77,34,7,3,5,0
2026-01-03 07:15:00,BLDG_C,8.66,34.65,3.37,2.18,15.57,20.22,68.1,25,7,3,5,0
2026-01-03 07:30:00,BLDG_C,8.35,33.4,3.57,2.18,18.58,23.74,63.8,32,7,3,5,0
2026-01-03 07:45:00,BLDG_B,8.43,33.71,3.19,2.55,10.68,21.43,66.6,11,7,3,5,0
2026-01-03 08:00:00,BLDG_B,13.06,52.23,6.13,3.81,24.57,23.25,62.08,86,8,3,5,0
2026-01-03 08:15:00,BLDG_A,13.61,54.43,6.72,3.83,27.92,25.56,58.78,88,8,3,5,0
2026-01-03 08:30:00,BLDG_C,13.25,53.0,6.7,3.24,27.03,24.76,60.5,94,8,3,5,0
2026-01-03 08:45:00,BLDG_B,13.93,55.7,6.31,3.93,28.8,23.8,61.35,91,8,3,5,0
2026-01-03 09:00:00,BLDG_A,12.22,48.89,6.0,3.7,23.94,24.64,63.43,81,9,3,5,1
2026-01-03 09:15:00,BLDG_B,13.44,53.75,7.18,3.58,18.12,26.7,64.07,65,9,3,5,1
2026-01-03 09:30:00,BLDG_A,14.24,56.98,7.71,3.52,28.23,25.38,57.75,80,9,3,5,1
2026-01-03 09:45:00,BLDG_C,14.31,57.22,8.17,3.46,20.75,26.88,53.08,60,9,3,5,1
2026-01-03 10:00:00,BLDG_A,14.42,57.68,7.78,3.91,16.68,27.0,56.73,39,10,3,5,1
2026-01-03 10:15:00,BLDG_B,14.46,57.84,7.7,3.59,28.91,26.48,65.52,86,10,3,5,1
2026-01-03 10:30:00,BLDG_B,16.31,65.23,9.67,3.47,31.12,30.13,49.9,88,10,3,5,1
2026-01-03 10:45:00,BLDG_C,14.73,58.93,8.39,3.41,24.18,28.58,59.55,67,10,3,5,1
2026-01-03 11:00:00,BLDG_C,13.98,55.92,7.39,3.64,26.69,25.63,64.09,84,11,3,5,1
